,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
63586,35-44,Pain,7/3/2011,naproxen,5173,5,4,I was using  medication for joint and muscle pain. The one thing it does not directly mention in the warning is hiatal hernia. If you have one as I do DO NOT TAKE THIS MEDICATION. After just 1 pill my legs were virtually pain free but for the misery I was in because of my stomach......it wasn't worth it,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",10
63590,55-64,Joint Damage causing Pain and Loss of Function,7/2/2011,naproxen,5173,5,3,somewhat effective,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63594,13-18,Painful Periods,6/26/2011,naproxen,5173,5,1,"I used naproxen, (provided by my doctor) for 3 months for period cramps, and i actually think, that the medicine made it worse. One month, they hurt SOOOO bad after taking naproxen i just stop taking it. Its like, i was better off without it.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63598,45-54,Inflammation of the Lining of a Joint,6/23/2011,naproxen,5173,3,1,I took 3 doses and had a stroke. Drug should not have been given to me.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63602,25-34,Pain,6/16/2011,naproxen,5173,1,2,"Yep, im allergic. found out the hard way. Worked for a few days the BAM in the hospital!!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
63606,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",6/12/2011,naproxen,5173,5,1,"Within 3 weeks of taking 500mg twice a day, I had rectal bleeding with diarrhea and vomiting.  It was so severe that I spent 4 days in the hospital.  I had abdominal pain within a couple of days of starting this medication.  However, the doctor wanted me to try to work through the side effects.  So, I continued the med.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63610,75 or over,Pain,6/4/2011,naproxen,5173,5,4,"I developed arthritis & was put on this med. Don't expect to be pain free immediately, its not the way it works. But after you have used it for about 6 weeks, you will definitely see a difference. While I still have some restricted movement in lifting my one arm w/o pain in shoulder, I absolutely know when I have forgotten to take my pill. I am on 500mg 2x a day.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
63614,45-54,Rheumatoid Arthritis,6/2/2011,naproxen,5173,3,4,"After using this drug for about a year, the problems I had (pain in lower back)ceased. There has been no recurrence.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63618,35-44,Inflammation of the Tendon,3/14/2011,naproxen,5173,4,1,Prescribed for tendonitis in the elbow. Overall this drug is useless. Was presecribed as much as 1000mg + daily for several months with no change to symptoms. ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63622,25-34,Rheumatoid Arthritis,3/12/2011,naproxen,5173,1,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63626,35-44,Joint Inflammatory Disease in Children and Young Adults,3/8/2011,naproxen,5173,4,1,"caused blurred vision, blood sugar to rise to high levels.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63630,55-64,Joint Damage causing Pain and Loss of Function,5/26/2011,naproxen,5173,4,1,"I was prescribed Naproxen 500mg 2x daily for pain in my shoulder from general joint degredation and arthritis. After three days started to feel unwell. By 6 days I had a non productive cough from base of my lungs, muscle pains all around my abdomen (maybee from coughing but I don't think so), headache, tiredness, fever like symptoms - feeling cold and not able to get my body core to feel warm and little or no relief from the shoulder pain. 

I stopped taking the drug and in three days felt fine except for my shoulder. 

I then tried 500 mg 2x daily again to be sure I hadn't had a nasty flu like cold and after two doses all the side effects had come back with a vengance. I'll never take this medication again. 

Interesting points from other reviews about blood sugar. I've been type 1 diabetic for 50 years; have no problems with maintaining good blood sugar control (I'm very lucky), but apart from when I pushed blood sugar up to 15+ when drinking friut juice to try to control my cough, my bloods seemed to be stuck between 9.5 and 10 all the time that I was badly affected by side effects.",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63634,45-54,Inflammation of the Lining of a Joint,5/23/2011,naproxen,5173,1,1,I TOOK THIS MEDICATION FOR A WEEK I WAS & STILL IN PAIN EVERYDAY,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63638,35-44,Pain,5/22/2011,naproxen,5173,5,4,"i have several reasons why i take this medicine.arthritis,pinch nerve and gun shot wound. and most of the time it helps my pains i can take it for 3 days than i stop because i start getting ""cotton mouth"" and i hate that feeling.",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",9
63642,65-74,Rheumatoid Arthritis,5/19/2011,naproxen,5173,2,4,"Been using for three months, it took a while to work and I notice a difference if I stop for a couple of days. I try to avoid the med. at least 1 day a week for liver cleansing. I have had no side effects with this product after an initial bout with constipation for 1st two weeks.",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63646,45-54,Gout,5/19/2011,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63650,55-64,Rheumatic Disease causing Pain & Stiffness in Backbone,5/17/2011,naproxen,5173,1,1, ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63654,45-54,Pain,5/10/2011,naproxen,5173,3,1,"I was prescribed 500mg 2x a day for joint pain. I experienced NO pain relief and had dizziness, what felt like a racing heart, a dull headache and felt weird while taking it. Aleve and Naproxen are the same drug so that explains why I'm getting no pain relief and experiencing the same side effects of both Aleve and Naproxen. 2 Aleve's is equal to 1 500mg Naproxen.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",19
63658,45-54,Joint Damage causing Pain and Loss of Function,5/10/2011,naproxen,5173,4,1,"I've experienced ringing in my ears, dizziness and heart palpitations while on this medication. I bought Aleive and would take it for my headaches, but it only lessoned the pain rather than relieve it. I don't like taking a drug to mask the symptoms. I want to know what is causing the symptoms to occur in the first place and I want the cause treated. Too many side effects as well.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63662,19-24,Pain,4/29/2011,naproxen,5173,2,3,"I'm taking this medication for a nerve-related issue.  I'm only taking 250mg twice a day and it does seem effective.  However, I do get stomach pain when I do take it with food.  I just started taking it so hopefully my body can adjust to the medication.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
63666,35-44,Painful Periods,4/27/2011,naproxen,5173,4,1,This med did not do anything for my severe cramps.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63670,35-44,Head Pain,4/27/2011,naproxen,5173,2,2, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63674,25-34,Other,4/27/2011,naproxen,5173,5,1,I was on naproxen after radical orchiectomy for testicular cancer. It was ineffective and gave me a fever and stomach pain. i had severe allergic reactions to it. ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63678,45-54,Pain,4/25/2011,naproxen,5173,3,1,I got an awful headache after taking this medication.  ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
63682,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,4/24/2011,naproxen,5173,4,3,"I have taken naproxen for my arthritics in my back , which is very bad. The pill helps some, but I can't take enough pills as they bother my stomach. You need to take three a day.",3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63686,45-54,Migraine Headache,4/22/2011,naproxen,5173,1,3,this drug does me more harm than good. Experienced diarrhea after I took 1 tablet 500mg. Anyone can tell me how long before the diarrhea will end.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63690,45-54,Pain,4/20/2011,naproxen,5173,5,1, ,2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
63694,25-34,Head Pain,4/8/2011,naproxen,5173,4,2,only feel better for a little while,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63698,35-44,Pain,4/1/2011,naproxen,5173,4,2,"Been taking this medicine for 1 week, having problems with swollen feet. Meds didn't help alot, still have pain. ",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
63702,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",3/30/2011,naproxen,5173,4,2,after using for several days this drug did not relieve my back pain in the least.  glad i had samples!,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63706,55-64,Inflammation of the Tendon,3/26/2011,naproxen,5173,4,5,leg pain that I did not have,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
63710,35-44,Rheumatoid Arthritis,3/21/2011,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63714,35-44,Joint Damage causing Pain and Loss of Function,2/25/2011,naproxen,5173,5,4,"I take this off and on for fibro.  Recently I take it for a fractured/broken tailbone.  I have to take two to really numb out myself and the tailbone....but, for fibro and my many other joint issues it does very well for me....and I've never had issue with heartburn unless I eat improper foods with it, or my hiatal hernia is active.  ",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63718,25-34,Pain,2/19/2011,naproxen,5173,5,4,"I was first given Naproxen for back pain, I found it seemed to help more with knee pain than for the back, over time it helped with both. I started at 500mg 2 a day, about a week ago I started taking 1/2 a tab or 250mg 2 times a day and so far it seems to be okay.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",12
63722,75 or over, ,2/11/2011,naproxen,5173,1,1,"needed 375 mg three times a day for relief. worked great for about 3 weeks, but then edema in lower leg became severe as did constipation. lower legs looked like shape of small tree even at 1/3 dose, stopped and side effects went away",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63726,55-64,Inflammation of the Covering of the Tendon,2/10/2011,naproxen,5173,2,1,when started taking for a few days no prblem then I got light headed and bloated gained 5 lbs.some chest pains and shortness of breath I am just stopping hope problems go away,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63730,45-54,Rheumatoid Arthritis,2/10/2011,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63734,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",2/10/2011,naproxen,5173,5,5,"Effective treatment for arthritis, spinal stenosis, inflammation etc. I am a runner and may take up to two tablets a day, or a week, depending. No side effects for me.",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63738,45-54,Head Pain,2/6/2011,naproxen,5173,5,3,"This drug loered my blood pressure so drasticly, that I passed out. I took two trips to the emergency room and had many tests done before figuring out what caused it. ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63742,45-54,Pain,1/21/2011,naproxen,5173,1,1, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
63746,45-54,Pain,1/19/2011,naproxen,5173,4,2, ,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",5
63750,65-74,Rheumatoid Arthritis,1/5/2011,naproxen,5173,5,5,I've been taking Naproxen for 20+ years.  When I first started taking the medication my doctor advised me NOT to take it on an empty stomach.  No problem with the drug.  Twice doctors has perscribed different medication for my RA and I stopped taking Naproxen.  Within two weeks I was in so much pain I could hardly stand it.  I stopped taking the new medication and went back to Naproxen.  It's been a miracle drug for me.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
63754,65-74,Joint Damage causing Pain and Loss of Function,12/13/2010,naproxen,5173,5,5,"Been taking for several years for Ankylosing Spondylitis.  Also, take Omeprazole for stomach.",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
